Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation,Hour,Traffic Density Score,Congestion_Index,Predicted_Traffic
1900-01-01 01:30:00,6,Monday,6,2,2,28,38,normal,1,81.0,0.13620071684587814,Moderate
1900-01-01 01:45:00,6,Monday,7,2,1,39,49,normal,1,107.5,0.17562724014336917,Moderate
1900-01-01 02:00:00,6,Monday,6,2,1,27,36,normal,2,76.5,0.12903225806451613,Moderate
1900-01-01 02:15:00,6,Monday,6,1,1,36,44,normal,2,98.5,0.15770609318996415,Moderate
1900-01-01 02:30:00,6,Monday,10,1,2,25,38,normal,2,77.0,0.13620071684587814,Moderate
1900-01-01 02:45:00,6,Monday,12,2,0,40,54,normal,2,113.0,0.1935483870967742,Heavy
1900-01-01 03:00:00,6,Monday,10,0,1,34,45,normal,3,97.0,0.16129032258064516,Moderate
1900-01-01 03:15:00,6,Monday,8,0,1,22,31,normal,3,65.0,0.1111111111111111,Moderate
1900-01-01 03:30:00,6,Monday,10,0,2,37,49,normal,3,106.5,0.17562724014336917,Moderate
1900-01-01 03:45:00,6,Monday,12,1,2,21,36,normal,3,69.0,0.12903225806451613,Moderate
1900-01-01 04:00:00,6,Monday,73,7,2,22,104,normal,4,135.5,0.3727598566308244,Heavy
1900-01-01 04:15:00,6,Monday,59,9,4,20,92,normal,4,121.5,0.32974910394265233,Heavy
1900-01-01 04:30:00,6,Monday,52,2,5,30,89,normal,4,138.0,0.31899641577060933,Heavy
1900-01-01 04:45:00,6,Monday,63,6,3,28,100,normal,4,142.0,0.35842293906810035,Heavy
1900-01-01 05:00:00,6,Monday,77,2,5,19,103,normal,5,135.5,0.36917562724014336,Heavy
1900-01-01 05:15:00,6,Monday,58,8,7,13,86,low,5,108.5,0.30824372759856633,Heavy
1900-01-01 05:30:00,6,Monday,72,1,5,11,89,low,5,110.0,0.31899641577060933,Heavy
1900-01-01 05:45:00,6,Monday,126,14,14,8,162,normal,5,181.0,0.5806451612903226,Heavy
1900-01-01 06:00:00,6,Monday,91,29,19,15,154,normal,6,181.0,0.5519713261648745,Heavy
1900-01-01 06:15:00,6,Monday,134,18,14,6,172,heavy,6,186.0,0.6164874551971327,Heavy
1900-01-01 06:30:00,6,Monday,96,18,16,7,137,normal,6,154.5,0.4910394265232975,Heavy
1900-01-01 06:45:00,6,Monday,112,22,12,5,151,normal,6,159.5,0.5412186379928315,Heavy
1900-01-01 07:00:00,6,Monday,125,22,10,9,166,normal,7,178.5,0.5949820788530465,Heavy
1900-01-01 07:15:00,6,Monday,142,25,22,5,194,heavy,7,211.0,0.6953405017921147,Heavy
1900-01-01 07:30:00,6,Monday,102,19,13,10,144,normal,7,162.5,0.5161290322580645,Heavy
1900-01-01 07:45:00,6,Monday,89,23,19,12,143,normal,7,168.5,0.5125448028673835,Heavy
1900-01-01 08:00:00,6,Monday,119,15,17,12,163,normal,8,190.5,0.5842293906810035,Heavy
1900-01-01 08:15:00,6,Monday,137,13,19,14,183,heavy,8,216.5,0.6559139784946236,Heavy
1900-01-01 08:30:00,6,Monday,128,21,19,13,181,heavy,8,209.0,0.6487455197132617,Heavy
1900-01-01 08:45:00,6,Monday,81,20,18,15,134,normal,8,164.5,0.48028673835125446,Heavy
1900-01-01 09:00:00,6,Monday,49,15,15,5,84,low,9,99.0,0.3010752688172043,Heavy
1900-01-01 09:15:00,6,Monday,59,6,10,17,92,low,9,124.5,0.32974910394265233,Heavy
1900-01-01 09:30:00,6,Monday,69,5,26,6,106,normal,9,138.5,0.37992831541218636,Heavy
1900-01-01 09:45:00,6,Monday,72,10,7,20,109,normal,9,141.0,0.3906810035842294,Heavy
1900-01-01 10:00:00,6,Monday,44,15,16,16,91,normal,10,123.5,0.32616487455197135,Heavy
1900-01-01 10:15:00,6,Monday,68,15,26,11,120,high,10,155.0,0.43010752688172044,Heavy
1900-01-01 10:30:00,6,Monday,74,9,14,6,103,low,10,121.5,0.36917562724014336,Heavy
1900-01-01 10:45:00,6,Monday,35,6,10,35,86,normal,10,145.5,0.30824372759856633,Heavy
1900-01-01 11:00:00,6,Monday,62,9,12,32,115,high,11,170.5,0.4121863799283154,Heavy
1900-01-01 11:15:00,6,Monday,46,10,0,34,90,normal,11,136.0,0.3225806451612903,Heavy
1900-01-01 11:30:00,6,Monday,63,5,2,31,101,normal,11,147.0,0.36200716845878134,Heavy
1900-01-01 11:45:00,6,Monday,58,10,2,27,97,normal,11,134.5,0.34767025089605735,Heavy
1900-01-01 12:00:00,6,Monday,68,0,12,35,115,high,12,179.5,0.4121863799283154,Heavy
1900-01-01 12:15:00,6,Monday,27,7,0,33,67,normal,12,113.0,0.24014336917562723,Heavy
1900-01-01 12:30:00,6,Monday,24,4,11,33,72,normal,12,130.5,0.25806451612903225,Heavy
1900-01-01 12:45:00,6,Monday,70,6,8,35,119,high,12,176.5,0.4265232974910394,Heavy
1900-01-01 13:00:00,6,Monday,14,19,22,15,70,normal,13,105.0,0.25089605734767023,Heavy
1900-01-01 13:15:00,6,Monday,72,8,17,28,125,normal,13,180.0,0.44802867383512546,Heavy
1900-01-01 13:30:00,6,Monday,14,0,26,20,60,normal,13,116.0,0.21505376344086022,Heavy
1900-01-01 13:45:00,6,Monday,97,4,25,18,144,normal,13,194.0,0.5161290322580645,Heavy
1900-01-01 14:00:00,6,Monday,23,19,3,19,64,normal,14,86.0,0.22939068100358423,Heavy
1900-01-01 14:15:00,6,Monday,46,3,32,27,108,normal,14,179.0,0.3870967741935484,Heavy
1900-01-01 14:30:00,6,Monday,23,17,27,13,80,normal,14,118.0,0.2867383512544803,Heavy
1900-01-01 14:45:00,6,Monday,48,4,8,17,77,low,14,108.5,0.27598566308243727,Heavy
1900-01-01 15:00:00,6,Monday,89,13,7,27,136,normal,15,177.0,0.4874551971326165,Heavy
1900-01-01 15:15:00,6,Monday,48,10,23,26,107,normal,15,164.0,0.3835125448028674,Heavy
1900-01-01 15:30:00,6,Monday,77,13,19,11,120,normal,15,149.0,0.43010752688172044,Heavy
1900-01-01 15:45:00,6,Monday,118,8,27,16,169,heavy,15,216.0,0.6057347670250897,Heavy
1900-01-01 16:00:00,6,Monday,145,19,22,19,205,heavy,16,246.0,0.7347670250896058,Heavy
1900-01-01 16:15:00,6,Monday,103,23,18,19,163,normal,16,198.0,0.5842293906810035,Heavy
1900-01-01 16:30:00,6,Monday,126,22,28,16,192,heavy,16,233.0,0.6881720430107527,Heavy
1900-01-01 16:45:00,6,Monday,120,24,30,10,184,heavy,16,217.0,0.6594982078853047,Heavy
1900-01-01 17:00:00,6,Monday,128,10,14,18,170,heavy,17,206.0,0.6093189964157706,Heavy
1900-01-01 17:15:00,6,Monday,142,26,32,10,210,heavy,17,244.0,0.7526881720430108,Heavy
1900-01-01 17:30:00,6,Monday,121,25,33,13,192,heavy,17,232.0,0.6881720430107527,Heavy
1900-01-01 17:45:00,6,Monday,144,6,18,12,180,heavy,17,213.0,0.6451612903225806,Heavy
1900-01-01 18:00:00,6,Monday,116,26,14,18,174,heavy,18,202.0,0.6236559139784946,Heavy
1900-01-01 18:15:00,6,Monday,138,21,39,17,215,heavy,18,269.0,0.7706093189964157,Heavy
1900-01-01 18:30:00,6,Monday,103,5,7,13,128,normal,18,152.0,0.45878136200716846,Heavy
1900-01-01 18:45:00,6,Monday,100,14,10,22,146,normal,18,182.0,0.5232974910394266,Heavy
1900-01-01 19:00:00,6,Monday,93,11,20,11,135,normal,19,166.0,0.4838709677419355,Heavy
1900-01-01 19:15:00,6,Monday,97,17,19,33,166,high,19,226.0,0.5949820788530465,Heavy
1900-01-01 19:30:00,6,Monday,81,9,15,25,130,normal,19,178.0,0.4659498207885305,Heavy
1900-01-01 19:45:00,6,Monday,101,8,7,10,126,normal,19,144.0,0.45161290322580644,Heavy
1900-01-01 20:00:00,6,Monday,106,7,7,26,146,normal,20,188.5,0.5232974910394266,Heavy
1900-01-01 20:15:00,6,Monday,86,8,18,13,125,normal,20,158.5,0.44802867383512546,Heavy
1900-01-01 20:30:00,6,Monday,74,14,12,20,120,normal,20,155.0,0.43010752688172044,Heavy
1900-01-01 20:45:00,6,Monday,64,13,13,16,106,low,20,136.5,0.37992831541218636,Heavy
1900-01-01 21:00:00,6,Monday,60,20,12,32,124,high,21,174.0,0.4444444444444444,Heavy
1900-01-01 21:15:00,6,Monday,58,15,12,31,116,high,21,167.0,0.4157706093189964,Heavy
1900-01-01 21:30:00,6,Monday,95,7,18,34,154,high,21,219.5,0.5519713261648745,Heavy
1900-01-01 21:45:00,6,Monday,5,2,2,29,38,normal,21,82.5,0.13620071684587814,Moderate
1900-01-01 22:00:00,6,Monday,13,2,0,38,53,normal,22,109.0,0.18996415770609318,Heavy
1900-01-01 22:15:00,6,Monday,8,1,1,33,43,normal,22,93.0,0.15412186379928317,Moderate
1900-01-01 22:30:00,6,Monday,5,2,0,31,38,normal,22,83.5,0.13620071684587814,Moderate
1900-01-01 22:45:00,6,Monday,5,1,1,25,32,normal,22,70.0,0.11469534050179211,Moderate
1900-01-01 23:00:00,6,Monday,15,2,2,32,51,normal,23,100.0,0.1827956989247312,Heavy
1900-01-01 23:15:00,6,Monday,13,1,2,38,54,normal,23,112.5,0.1935483870967742,Heavy
1900-01-01 23:30:00,6,Monday,6,2,1,22,31,normal,23,64.0,0.1111111111111111,Moderate
1900-01-01 23:45:00,6,Monday,8,1,2,27,38,normal,23,80.0,0.13620071684587814,Moderate
1900-01-01 00:00:00,7,Tuesday,9,0,0,39,48,normal,0,106.5,0.17204301075268819,Moderate
1900-01-01 00:15:00,7,Tuesday,15,1,1,31,48,normal,0,95.0,0.17204301075268819,Moderate
1900-01-01 00:30:00,7,Tuesday,8,0,2,25,35,normal,0,74.5,0.12544802867383512,Moderate
1900-01-01 00:45:00,7,Tuesday,15,1,0,29,45,normal,0,88.0,0.16129032258064516,Moderate
1900-01-01 01:00:00,7,Tuesday,6,1,1,34,42,normal,1,93.5,0.15053763440860216,Moderate
1900-01-01 01:15:00,7,Tuesday,10,2,1,33,46,normal,1,95.5,0.16487455197132617,Moderate
1900-01-01 01:30:00,7,Tuesday,9,0,1,23,33,normal,1,68.5,0.11827956989247312,Moderate
1900-01-01 01:45:00,7,Tuesday,10,1,0,28,39,normal,1,80.5,0.13978494623655913,Moderate
1900-01-01 02:00:00,7,Tuesday,10,2,1,38,51,normal,2,108.0,0.1827956989247312,Heavy
1900-01-01 02:15:00,7,Tuesday,9,0,1,38,48,normal,2,106.0,0.17204301075268819,Moderate
1900-01-01 02:30:00,7,Tuesday,6,2,2,20,30,normal,2,61.0,0.10752688172043011,Moderate
1900-01-01 02:45:00,7,Tuesday,15,0,0,32,47,normal,2,95.0,0.16845878136200718,Moderate
1900-01-01 03:00:00,7,Tuesday,9,0,0,22,31,normal,3,64.0,0.1111111111111111,Moderate
1900-01-01 03:15:00,7,Tuesday,11,1,0,26,38,normal,3,76.5,0.13620071684587814,Moderate
1900-01-01 03:30:00,7,Tuesday,9,0,0,25,34,normal,3,71.5,0.12186379928315412,Moderate
1900-01-01 03:45:00,7,Tuesday,14,1,2,20,37,normal,3,68.5,0.13261648745519714,Moderate
1900-01-01 04:00:00,7,Tuesday,64,0,2,12,78,low,4,98.0,0.27956989247311825,Heavy
1900-01-01 04:15:00,7,Tuesday,60,8,7,11,86,low,4,105.5,0.30824372759856633,Heavy
1900-01-01 04:30:00,7,Tuesday,77,5,0,20,102,normal,4,129.5,0.3655913978494624,Heavy
1900-01-01 04:45:00,7,Tuesday,59,1,7,11,78,low,4,101.0,0.27956989247311825,Heavy
1900-01-01 05:00:00,7,Tuesday,72,2,6,11,91,low,5,112.5,0.32616487455197135,Heavy
1900-01-01 05:15:00,7,Tuesday,86,10,2,12,110,low,5,125.0,0.3942652329749104,Heavy
1900-01-01 05:30:00,7,Tuesday,79,7,4,10,100,low,5,115.5,0.35842293906810035,Heavy
1900-01-01 05:45:00,7,Tuesday,128,29,24,9,190,heavy,5,213.0,0.6810035842293907,Heavy
1900-01-01 06:00:00,7,Tuesday,140,15,13,7,175,heavy,6,191.0,0.6272401433691757,Heavy
1900-01-01 06:15:00,7,Tuesday,150,28,12,9,199,heavy,6,210.5,0.7132616487455197,Heavy
1900-01-01 06:30:00,7,Tuesday,81,19,22,5,127,normal,6,147.0,0.4551971326164875,Heavy
1900-01-01 06:45:00,7,Tuesday,88,12,12,6,118,normal,6,133.0,0.4229390681003584,Heavy
1900-01-01 07:00:00,7,Tuesday,97,10,16,10,133,normal,7,159.0,0.4767025089605735,Heavy
1900-01-01 07:15:00,7,Tuesday,92,11,23,11,137,normal,7,171.0,0.4910394265232975,Heavy
1900-01-01 07:30:00,7,Tuesday,109,23,18,13,163,normal,7,189.0,0.5842293906810035,Heavy
1900-01-01 07:45:00,7,Tuesday,104,29,21,15,169,heavy,7,198.0,0.6057347670250897,Heavy
1900-01-01 08:00:00,7,Tuesday,130,17,17,12,176,heavy,8,202.5,0.6308243727598566,Heavy
1900-01-01 08:15:00,7,Tuesday,90,18,25,6,139,normal,8,164.0,0.4982078853046595,Heavy
1900-01-01 08:30:00,7,Tuesday,113,12,12,9,146,normal,8,165.5,0.5232974910394266,Heavy
1900-01-01 08:45:00,7,Tuesday,98,29,24,5,156,normal,8,173.0,0.5591397849462365,Heavy
1900-01-01 09:00:00,7,Tuesday,35,10,11,17,73,low,9,104.5,0.2616487455197133,Heavy
1900-01-01 09:15:00,7,Tuesday,31,13,11,7,62,low,9,77.0,0.2222222222222222,Heavy
1900-01-01 09:30:00,7,Tuesday,80,9,9,9,107,low,9,125.0,0.3835125448028674,Heavy
1900-01-01 09:45:00,7,Tuesday,60,10,8,11,89,low,9,108.5,0.31899641577060933,Heavy
1900-01-01 10:00:00,7,Tuesday,67,7,19,12,105,normal,10,138.5,0.3763440860215054,Heavy
1900-01-01 10:15:00,7,Tuesday,38,15,9,19,81,normal,10,111.0,0.2903225806451613,Heavy
1900-01-01 10:30:00,7,Tuesday,62,11,9,12,94,low,10,115.5,0.33691756272401435,Heavy
1900-01-01 10:45:00,7,Tuesday,21,10,0,25,56,normal,10,88.5,0.2007168458781362,Heavy
1900-01-01 11:00:00,7,Tuesday,41,0,9,25,75,normal,11,121.5,0.26881720430107525,Heavy
1900-01-01 11:15:00,7,Tuesday,57,1,6,29,93,normal,11,142.0,0.3333333333333333,Heavy
1900-01-01 11:30:00,7,Tuesday,26,0,11,33,70,normal,11,130.5,0.25089605734767023,Heavy
1900-01-01 11:45:00,7,Tuesday,50,9,10,29,98,normal,11,147.0,0.35125448028673834,Heavy
1900-01-01 12:00:00,7,Tuesday,56,3,11,28,98,normal,12,149.5,0.35125448028673834,Heavy
1900-01-01 12:15:00,7,Tuesday,59,4,8,30,101,normal,12,152.0,0.36200716845878134,Heavy
1900-01-01 12:30:00,7,Tuesday,61,9,10,26,106,normal,12,150.5,0.37992831541218636,Heavy
1900-01-01 12:45:00,7,Tuesday,56,7,8,31,102,normal,12,153.0,0.3655913978494624,Heavy
1900-01-01 13:00:00,7,Tuesday,23,2,5,22,52,normal,13,89.0,0.1863799283154122,Heavy
1900-01-01 13:15:00,7,Tuesday,73,8,10,23,114,normal,13,154.5,0.40860215053763443,Heavy
1900-01-01 13:30:00,7,Tuesday,98,8,26,18,150,high,13,199.0,0.5376344086021505,Heavy
1900-01-01 13:45:00,7,Tuesday,22,6,23,10,61,normal,13,96.0,0.21863799283154123,Heavy
1900-01-01 14:00:00,7,Tuesday,38,7,27,22,94,normal,14,150.5,0.33691756272401435,Heavy
1900-01-01 14:15:00,7,Tuesday,76,12,8,15,111,low,14,135.5,0.3978494623655914,Heavy
1900-01-01 14:30:00,7,Tuesday,79,15,26,30,150,high,14,213.5,0.5376344086021505,Heavy
1900-01-01 14:45:00,7,Tuesday,76,6,6,29,117,normal,14,163.5,0.41935483870967744,Heavy
1900-01-01 15:00:00,7,Tuesday,62,6,29,23,120,high,15,180.5,0.43010752688172044,Heavy
1900-01-01 15:15:00,7,Tuesday,19,2,23,25,69,normal,15,128.5,0.24731182795698925,Heavy
1900-01-01 15:30:00,7,Tuesday,13,10,35,19,77,normal,15,135.5,0.27598566308243727,Heavy
1900-01-01 15:45:00,7,Tuesday,105,6,16,18,145,normal,15,185.0,0.5197132616487455,Heavy
1900-01-01 16:00:00,7,Tuesday,144,14,12,16,186,heavy,16,215.0,0.6666666666666666,Heavy
1900-01-01 16:15:00,7,Tuesday,121,17,35,14,187,heavy,16,234.5,0.6702508960573477,Heavy
1900-01-01 16:30:00,7,Tuesday,145,5,20,12,182,heavy,16,217.5,0.6523297491039427,Heavy
1900-01-01 16:45:00,7,Tuesday,127,11,24,16,178,heavy,16,220.5,0.6379928315412187,Heavy
1900-01-01 17:00:00,7,Tuesday,116,11,11,16,154,normal,17,183.5,0.5519713261648745,Heavy
1900-01-01 17:15:00,7,Tuesday,128,9,29,20,186,heavy,17,240.5,0.6666666666666666,Heavy
1900-01-01 17:30:00,7,Tuesday,116,18,32,18,184,heavy,17,234.0,0.6594982078853047,Heavy
1900-01-01 17:45:00,7,Tuesday,149,20,17,13,199,heavy,17,225.5,0.7132616487455197,Heavy
1900-01-01 18:00:00,7,Tuesday,144,27,22,16,209,heavy,18,241.5,0.7491039426523297,Heavy
1900-01-01 18:15:00,7,Tuesday,145,6,40,13,204,heavy,18,260.5,0.7311827956989247,Heavy
1900-01-01 18:30:00,7,Tuesday,63,2,11,32,108,normal,18,166.0,0.3870967741935484,Heavy
1900-01-01 18:45:00,7,Tuesday,110,16,18,34,178,heavy,18,239.0,0.6379928315412187,Heavy
1900-01-01 19:00:00,7,Tuesday,63,11,10,23,107,normal,19,146.0,0.3835125448028674,Heavy
1900-01-01 19:15:00,7,Tuesday,106,8,10,31,155,high,19,207.5,0.5555555555555556,Heavy
1900-01-01 19:30:00,7,Tuesday,50,9,11,22,92,normal,19,131.5,0.32974910394265233,Heavy
1900-01-01 19:45:00,7,Tuesday,53,13,12,15,93,low,19,121.0,0.3333333333333333,Heavy
1900-01-01 20:00:00,7,Tuesday,81,0,18,12,111,normal,20,147.0,0.3978494623655914,Heavy
1900-01-01 20:15:00,7,Tuesday,90,20,20,10,140,normal,20,165.0,0.5017921146953405,Heavy
1900-01-01 20:30:00,7,Tuesday,56,12,9,22,99,normal,20,135.0,0.3548387096774194,Heavy
1900-01-01 20:45:00,7,Tuesday,90,0,11,32,133,high,20,192.0,0.4767025089605735,Heavy
1900-01-01 21:00:00,7,Tuesday,102,4,8,28,142,normal,21,190.0,0.5089605734767025,Heavy
1900-01-01 21:15:00,7,Tuesday,99,0,11,21,131,normal,21,173.5,0.46953405017921146,Heavy
1900-01-01 21:30:00,7,Tuesday,85,2,16,25,128,normal,21,180.5,0.45878136200716846,Heavy
1900-01-01 21:45:00,7,Tuesday,13,2,2,26,43,normal,21,83.0,0.15412186379928317,Moderate
1900-01-01 22:00:00,7,Tuesday,12,1,1,20,34,normal,22,64.5,0.12186379928315412,Moderate
1900-01-01 22:15:00,7,Tuesday,7,0,1,35,43,normal,22,96.5,0.15412186379928317,Moderate
1900-01-01 22:30:00,7,Tuesday,9,0,2,38,49,normal,22,108.0,0.17562724014336917,Moderate
1900-01-01 22:45:00,7,Tuesday,8,1,0,26,35,normal,22,73.5,0.12544802867383512,Moderate
1900-01-01 23:00:00,7,Tuesday,5,0,0,35,40,normal,23,92.5,0.14336917562724014,Moderate
1900-01-01 23:15:00,7,Tuesday,13,1,2,30,46,normal,23,92.5,0.16487455197132617,Moderate
1900-01-01 23:30:00,7,Tuesday,7,2,2,37,48,normal,23,104.5,0.17204301075268819,Moderate
1900-01-01 23:45:00,7,Tuesday,9,2,2,28,41,normal,23,84.0,0.14695340501792115,Moderate
1900-01-01 00:00:00,8,Wednesday,6,1,1,35,43,normal,0,96.0,0.15412186379928317,Moderate
1900-01-01 00:15:00,8,Wednesday,14,0,1,20,35,normal,0,66.0,0.12544802867383512,Moderate
1900-01-01 00:30:00,8,Wednesday,11,0,2,39,52,normal,0,112.5,0.1863799283154122,Heavy
1900-01-01 00:45:00,8,Wednesday,9,2,0,28,39,normal,0,80.0,0.13978494623655913,Moderate
1900-01-01 01:00:00,8,Wednesday,5,0,0,22,27,normal,1,60.0,0.0967741935483871,Moderate
1900-01-01 01:15:00,8,Wednesday,9,0,0,24,33,normal,1,69.0,0.11827956989247312,Moderate
1900-01-01 01:30:00,8,Wednesday,5,2,2,30,39,normal,1,85.0,0.13978494623655913,Moderate
1900-01-01 01:45:00,8,Wednesday,9,0,1,27,37,normal,1,78.5,0.13261648745519714,Moderate
1900-01-01 02:00:00,8,Wednesday,9,1,0,39,49,normal,2,107.0,0.17562724014336917,Moderate
1900-01-01 02:15:00,8,Wednesday,6,0,0,33,39,normal,2,88.5,0.13978494623655913,Moderate
1900-01-01 02:30:00,8,Wednesday,13,2,1,30,46,normal,2,91.0,0.16487455197132617,Moderate
1900-01-01 02:45:00,8,Wednesday,5,0,1,34,40,normal,2,92.0,0.14336917562724014,Moderate
1900-01-01 03:00:00,8,Wednesday,5,0,0,34,39,normal,3,90.0,0.13978494623655913,Moderate
1900-01-01 03:15:00,8,Wednesday,9,2,2,29,42,normal,3,86.5,0.15053763440860216,Moderate
1900-01-01 03:30:00,8,Wednesday,9,1,0,34,44,normal,3,94.5,0.15770609318996415,Moderate
1900-01-01 03:45:00,8,Wednesday,8,0,0,40,48,normal,3,108.0,0.17204301075268819,Moderate
1900-01-01 04:00:00,8,Wednesday,64,10,7,15,96,low,4,120.5,0.34408602150537637,Heavy
1900-01-01 04:15:00,8,Wednesday,66,3,1,26,96,normal,4,134.5,0.34408602150537637,Heavy
1900-01-01 04:30:00,8,Wednesday,57,10,2,18,87,low,4,111.0,0.3118279569892473,Heavy
1900-01-01 04:45:00,8,Wednesday,76,7,4,15,102,low,4,125.0,0.3655913978494624,Heavy
1900-01-01 05:00:00,8,Wednesday,71,8,5,21,105,normal,5,137.5,0.3763440860215054,Heavy
1900-01-01 05:15:00,8,Wednesday,65,0,6,30,101,normal,5,152.0,0.36200716845878134,Heavy
1900-01-01 05:30:00,8,Wednesday,54,2,3,13,72,low,5,93.5,0.25806451612903225,Heavy
1900-01-01 05:45:00,8,Wednesday,107,10,23,5,145,normal,5,170.5,0.5197132616487455,Heavy
1900-01-01 06:00:00,8,Wednesday,102,28,22,11,163,normal,6,187.5,0.5842293906810035,Heavy
1900-01-01 06:15:00,8,Wednesday,118,16,19,8,161,normal,6,184.0,0.5770609318996416,Heavy
1900-01-01 06:30:00,8,Wednesday,144,13,10,5,172,heavy,6,183.0,0.6164874551971327,Heavy
1900-01-01 06:45:00,8,Wednesday,147,21,12,11,191,heavy,6,209.0,0.6845878136200717,Heavy
1900-01-01 07:00:00,8,Wednesday,116,10,11,13,150,normal,7,175.5,0.5376344086021505,Heavy
1900-01-01 07:15:00,8,Wednesday,142,11,25,5,183,heavy,7,210.0,0.6559139784946236,Heavy
1900-01-01 07:30:00,8,Wednesday,105,25,13,9,152,normal,7,166.0,0.5448028673835126,Heavy
1900-01-01 07:45:00,8,Wednesday,138,23,17,12,190,heavy,7,213.5,0.6810035842293907,Heavy
1900-01-01 08:00:00,8,Wednesday,144,15,15,14,188,heavy,8,216.5,0.6738351254480287,Heavy
1900-01-01 08:15:00,8,Wednesday,122,24,17,9,172,heavy,8,190.5,0.6164874551971327,Heavy
1900-01-01 08:30:00,8,Wednesday,137,28,17,14,196,heavy,8,220.0,0.7025089605734767,Heavy
1900-01-01 08:45:00,8,Wednesday,113,16,12,12,153,normal,8,175.0,0.5483870967741935,Heavy
1900-01-01 09:00:00,8,Wednesday,78,8,11,9,106,low,9,126.5,0.37992831541218636,Heavy
1900-01-01 09:15:00,8,Wednesday,44,12,27,13,96,normal,9,136.5,0.34408602150537637,Heavy
1900-01-01 09:30:00,8,Wednesday,57,13,11,14,95,low,9,120.5,0.34050179211469533,Heavy
1900-01-01 09:45:00,8,Wednesday,72,9,27,12,120,high,9,160.5,0.43010752688172044,Heavy
1900-01-01 10:00:00,8,Wednesday,58,14,7,16,95,low,10,119.0,0.34050179211469533,Heavy
1900-01-01 10:15:00,8,Wednesday,80,9,26,10,125,high,10,161.5,0.44802867383512546,Heavy
1900-01-01 10:30:00,8,Wednesday,68,12,10,18,108,low,10,139.0,0.3870967741935484,Heavy
1900-01-01 10:45:00,8,Wednesday,57,8,13,32,110,normal,10,167.0,0.3942652329749104,Heavy
1900-01-01 11:00:00,8,Wednesday,37,10,5,33,85,normal,11,134.5,0.3046594982078853,Heavy
1900-01-01 11:15:00,8,Wednesday,59,0,1,26,86,normal,11,126.0,0.30824372759856633,Heavy
1900-01-01 11:30:00,8,Wednesday,31,9,13,33,86,normal,11,144.0,0.30824372759856633,Heavy
1900-01-01 11:45:00,8,Wednesday,54,8,9,30,101,normal,11,151.0,0.36200716845878134,Heavy
1900-01-01 12:00:00,8,Wednesday,33,6,0,29,68,normal,12,108.5,0.24372759856630824,Heavy
1900-01-01 12:15:00,8,Wednesday,65,0,13,28,106,normal,12,161.0,0.37992831541218636,Heavy
1900-01-01 12:30:00,8,Wednesday,24,4,6,29,63,normal,12,110.5,0.22580645161290322,Heavy
1900-01-01 12:45:00,8,Wednesday,46,10,12,29,97,normal,12,147.5,0.34767025089605735,Heavy
1900-01-01 13:00:00,8,Wednesday,37,16,3,23,79,normal,13,108.5,0.2831541218637993,Heavy
1900-01-01 13:15:00,8,Wednesday,42,16,26,17,101,normal,13,144.5,0.36200716845878134,Heavy
1900-01-01 13:30:00,8,Wednesday,74,8,7,29,118,normal,13,164.5,0.4229390681003584,Heavy
1900-01-01 13:45:00,8,Wednesday,43,12,21,11,87,normal,13,118.5,0.3118279569892473,Heavy
1900-01-01 14:00:00,8,Wednesday,72,5,11,29,117,normal,14,169.0,0.41935483870967744,Heavy
1900-01-01 14:15:00,8,Wednesday,62,14,22,19,117,normal,14,160.5,0.41935483870967744,Heavy
1900-01-01 14:30:00,8,Wednesday,55,13,16,10,94,normal,14,118.5,0.33691756272401435,Heavy
1900-01-01 14:45:00,8,Wednesday,97,9,15,26,147,normal,14,196.5,0.5268817204301075,Heavy
1900-01-01 15:00:00,8,Wednesday,42,17,2,11,72,low,15,82.0,0.25806451612903225,Heavy
1900-01-01 15:15:00,8,Wednesday,16,14,14,18,62,low,15,96.0,0.2222222222222222,Heavy
1900-01-01 15:30:00,8,Wednesday,73,0,33,30,136,high,15,214.0,0.4874551971326165,Heavy
1900-01-01 15:45:00,8,Wednesday,106,5,29,14,154,high,15,201.5,0.5519713261648745,Heavy
1900-01-01 16:00:00,8,Wednesday,142,16,18,10,186,heavy,16,211.0,0.6666666666666666,Heavy
1900-01-01 16:15:00,8,Wednesday,112,8,21,17,158,normal,16,200.5,0.5663082437275986,Heavy
1900-01-01 16:30:00,8,Wednesday,129,7,26,15,177,heavy,16,222.0,0.6344086021505376,Heavy
1900-01-01 16:45:00,8,Wednesday,131,11,10,18,170,heavy,16,201.5,0.6093189964157706,Heavy
1900-01-01 17:00:00,8,Wednesday,104,17,12,16,149,normal,17,176.5,0.5340501792114696,Heavy
1900-01-01 17:15:00,8,Wednesday,128,19,32,20,199,heavy,17,251.5,0.7132616487455197,Heavy
1900-01-01 17:30:00,8,Wednesday,144,16,14,11,185,heavy,17,207.5,0.6630824372759857,Heavy
1900-01-01 17:45:00,8,Wednesday,150,5,11,18,184,heavy,17,219.5,0.6594982078853047,Heavy
1900-01-01 18:00:00,8,Wednesday,128,20,16,16,180,heavy,18,210.0,0.6451612903225806,Heavy
1900-01-01 18:15:00,8,Wednesday,104,28,12,11,155,normal,18,169.5,0.5555555555555556,Heavy
1900-01-01 18:30:00,8,Wednesday,62,13,6,15,96,low,18,118.0,0.34408602150537637,Heavy
